race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,is_code_valid
13,42,1,2,1,1,AU,1,3,5,4,2,3,3,5,1,4,5,4,5,4,4,1,3,1,4,1,5,5,2,5,4,5,3,5,4,4,2,5,4,5,1,5,3,5,1,3,4,3,1,5,2,2,2,1,5,2,True
6,20,2,2,1,1,AR,3,1,4,1,5,1,3,1,5,1,5,2,4,3,3,3,2,2,3,3,2,4,4,3,2,3,2,4,3,3,3,3,3,4,2,4,3,4,3,4,5,2,3,2,4,2,4,4,4,5,True
13,28,1,1,1,1,US,2,3,4,2,4,4,4,5,4,2,2,4,2,5,1,1,2,1,4,1,2,2,1,2,5,1,4,2,1,4,4,4,5,1,5,1,3,2,4,4,4,2,5,1,5,2,4,4,4,4,True
1,32,1,2,1,1,US,1,1,5,3,5,1,5,5,1,1,1,3,4,5,1,1,1,1,5,1,1,5,1,5,2,4,1,4,5,5,1,5,5,1,2,2,3,1,2,4,4,2,5,2,5,1,4,3,5,4,True
3,53,1,2,1,5,US,2,2,4,4,4,1,2,2,5,3,3,5,2,5,2,2,2,1,2,1,2,4,2,4,1,4,2,5,2,4,4,4,4,1,4,1,5,1,5,4,2,2,3,2,4,2,5,2,3,4,True
1,42,1,1,1,1,US,4,2,5,2,4,2,5,2,4,2,2,4,2,4,2,1,1,2,2,1,3,4,3,3,2,4,2,4,3,4,4,4,4,2,3,4,4,3,3,4,4,2,4,3,5,1,4,3,3,5,True
3,41,1,2,1,2,US,3,2,4,4,4,3,4,3,3,3,2,3,3,2,2,2,2,2,2,3,1,5,1,5,1,5,1,5,5,4,3,3,3,3,2,3,2,2,3,4,4,2,5,2,3,1,3,3,4,3,True
5,25,1,2,1,5,US,3,2,5,2,4,2,3,4,2,4,2,3,5,2,2,1,3,2,2,2,1,5,1,5,2,4,1,5,5,4,4,2,4,1,3,2,4,1,5,3,4,2,3,2,3,3,3,5,4,2,True
1,18,1,1,1,1,US,3,2,5,2,4,2,2,3,4,3,4,5,5,5,2,3,4,4,3,4,1,5,2,3,5,4,1,4,5,3,3,4,4,2,3,3,2,3,4,3,4,2,4,1,4,2,4,4,5,4,True
3,72,1,2,2,2,US,2,3,2,4,2,3,2,4,2,4,3,3,3,4,3,3,3,3,3,2,3,4,2,3,2,3,2,3,3,3,4,2,4,2,2,2,4,2,4,4,4,2,4,2,4,2,2,4,4,4,True
1,45,1,2,2,2,US,1,5,2,5,1,4,1,5,1,5,2,4,2,3,2,3,1,1,2,3,3,3,1,4,3,4,3,4,4,3,3,1,4,1,3,1,5,3,4,4,2,3,2,1,3,2,4,2,5,3,True
13,22,1,2,1,2,US,4,2,4,2,4,2,5,4,2,4,4,2,5,2,4,4,4,2,2,2,1,5,1,5,1,4,1,5,5,5,2,5,5,4,2,5,2,4,1,3,5,3,5,2,4,1,3,5,4,4,True
3,54,1,1,1,2,US,4,2,3,3,4,2,5,2,4,4,3,3,4,3,3,4,3,2,3,3,3,2,3,2,2,3,4,2,3,2,2,2,2,2,3,2,3,3,3,2,3,1,5,2,5,1,4,3,4,5,True
3,18,1,1,2,1,US,1,3,2,5,3,4,2,5,3,5,1,5,5,2,1,1,1,1,1,5,2,2,3,4,4,5,5,4,2,3,3,4,3,3,2,2,3,4,2,2,3,1,5,3,5,1,5,3,5,5,True
3,68,1,2,1,1,US,2,4,5,3,5,2,5,4,4,3,1,4,2,3,2,1,2,1,1,1,1,5,1,5,1,4,1,4,4,4,4,2,2,1,4,3,3,1,3,4,5,1,4,1,5,1,5,4,5,5,True
13,20,2,2,1,5,US,1,3,4,4,2,2,2,5,1,5,3,4,4,2,2,3,3,2,2,2,2,3,1,4,3,4,4,4,4,3,4,1,5,2,3,1,5,1,3,4,4,1,4,2,3,1,4,1,4,4,True
3,29,1,2,1,1,US,3,4,4,4,2,4,1,4,1,4,2,4,3,3,2,4,2,2,3,2,1,5,2,4,1,4,2,4,4,4,2,5,1,2,2,4,3,2,1,2,4,2,2,2,2,2,4,2,2,2,True
3,36,1,2,1,1,US,4,1,5,2,5,1,5,2,5,2,2,5,2,3,2,1,2,1,2,1,2,5,2,4,2,5,1,4,5,5,3,5,3,3,1,5,4,2,1,4,4,1,3,3,5,1,5,4,5,5,True
3,50,1,2,2,1,US,5,2,4,2,5,2,5,3,4,2,3,3,3,4,2,2,2,2,2,1,2,3,2,3,2,3,2,4,4,4,4,4,4,2,3,3,3,3,2,2,3,2,5,2,3,4,4,2,4,4,True
3,23,1,2,1,2,US,1,5,2,4,2,4,2,4,1,5,3,3,4,4,3,2,2,2,3,2,2,2,4,3,2,3,2,4,3,4,4,2,5,3,4,2,4,2,4,4,4,3,2,4,4,4,4,4,2,3,True
3,48,1,1,1,2,AU,3,1,5,3,5,1,5,3,3,1,1,5,1,5,1,1,1,1,1,4,1,5,1,5,1,5,1,5,4,5,4,2,3,1,3,4,4,1,3,4,5,1,5,1,4,5,5,4,5,4,True
13,22,2,2,1,1,US,2,3,3,4,1,1,2,5,3,5,4,2,4,2,1,3,3,3,4,4,1,3,1,5,4,5,2,3,5,4,3,3,4,1,4,3,4,3,4,3,4,1,4,3,5,1,4,4,5,5,True
3,21,1,1,1,1,GB,2,3,4,3,3,3,3,3,4,3,4,4,5,1,3,4,3,3,3,4,3,4,3,4,2,2,2,3,2,2,4,2,4,3,1,2,4,4,2,3,4,1,3,1,3,2,5,5,5,3,True
11,25,1,2,1,2,US,3,1,5,1,5,1,5,3,2,1,2,3,2,5,2,1,2,2,2,1,1,5,1,4,2,3,1,5,4,4,2,2,4,2,2,2,4,1,2,2,3,2,5,1,3,1,4,3,5,5,True
3,46,1,2,1,1,AU,2,2,4,2,5,2,1,5,1,4,4,4,2,3,4,4,2,2,4,2,2,5,1,5,2,5,2,4,5,5,4,2,3,2,2,2,5,2,4,4,4,2,4,2,4,1,4,4,4,4,True
3,18,1,2,1,1,US,2,3,3,3,2,2,1,2,2,4,5,2,5,2,5,3,5,4,4,3,2,1,4,3,3,3,3,3,2,2,5,2,5,3,4,1,5,3,5,5,3,4,5,2,3,2,5,3,4,3,True
1,19,2,2,1,5,AU,2,1,5,1,5,1,5,1,5,1,5,3,5,4,4,3,3,2,4,3,1,5,2,5,1,5,1,5,5,5,4,3,5,3,5,2,5,1,5,4,5,5,1,1,5,1,5,3,4,5,True
1,20,1,2,1,1,US,2,5,4,5,3,4,2,4,3,5,5,3,5,5,2,4,5,3,5,5,5,5,2,5,2,5,3,5,4,4,4,5,5,4,4,5,5,3,5,4,2,3,3,3,3,4,5,2,5,2,True
3,18,1,2,1,1,US,2,3,4,3,4,4,2,1,2,5,4,3,5,2,2,3,2,2,3,2,1,4,3,5,2,4,2,4,4,3,3,4,4,3,1,5,3,3,2,2,5,3,2,3,3,2,4,3,4,3,True
3,18,1,2,1,5,US,2,3,4,3,4,2,3,3,4,5,2,5,4,4,2,1,2,2,2,2,2,4,4,4,2,4,1,4,4,4,3,4,4,4,1,5,4,2,4,4,3,2,2,2,4,3,4,3,4,3,True
3,19,1,1,1,2,US,4,1,5,1,5,1,5,3,3,2,3,4,3,4,3,2,1,1,2,2,1,5,2,5,2,4,1,5,5,4,4,2,4,2,3,3,4,1,4,4,5,2,4,3,3,2,4,4,5,4,True
6,24,1,2,1,2,US,1,3,2,5,2,1,2,5,1,5,5,2,5,2,1,5,4,2,5,5,1,5,1,5,1,5,1,5,5,3,4,3,4,5,2,4,5,3,5,5,4,1,4,1,5,1,5,3,5,5,True
4,25,2,1,1,1,IN,1,4,2,5,1,4,1,4,2,5,3,4,2,2,4,2,4,4,4,2,2,3,4,2,4,4,4,2,2,4,2,2,4,2,5,1,5,1,5,4,4,2,4,2,4,2,3,2,3,2,True
13,42,2,2,1,1,US,1,5,3,4,1,3,1,5,1,2,1,4,1,2,2,2,2,1,2,1,3,3,1,3,2,2,5,3,3,4,2,3,5,1,4,1,5,2,5,5,4,4,2,3,3,2,5,1,2,3,True
1,19,2,2,1,5,AU,3,1,5,1,5,1,5,1,5,1,5,2,5,3,4,5,3,2,5,3,1,5,1,5,1,5,1,5,5,5,4,2,5,3,4,2,5,1,5,5,4,2,1,1,5,1,5,4,5,5,True
1,18,1,2,1,1,US,1,1,4,2,5,1,3,4,5,5,5,1,5,1,4,5,5,5,5,5,3,3,2,4,2,3,2,4,5,3,4,5,5,5,1,5,2,4,1,1,5,3,5,3,4,1,5,4,5,3,True
1,30,2,2,3,1,MX,3,1,3,4,5,3,4,5,4,3,3,2,3,5,4,3,4,5,5,3,2,4,4,4,4,2,3,3,4,3,2,3,5,4,1,4,3,5,2,4,4,1,5,1,4,3,4,4,5,3,True
3,23,1,1,1,1,CA,3,1,3,3,3,1,2,5,2,5,3,2,5,1,2,2,2,1,2,3,1,5,1,5,1,5,1,5,5,5,5,3,5,2,3,1,3,1,4,5,5,1,5,1,3,1,5,5,5,5,True
1,35,1,1,1,2,US,1,5,1,5,5,1,1,4,1,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,1,1,1,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,5,5,5,5,True
11,18,2,2,3,2,PH,1,4,2,4,2,4,1,5,1,5,2,2,4,4,4,3,2,2,4,2,4,2,2,4,4,4,4,3,4,3,2,1,3,2,2,2,4,2,3,4,2,4,3,4,3,3,4,3,4,3,True
3,61,1,1,1,1,US,1,1,5,1,5,1,5,5,5,1,1,1,5,1,5,5,1,1,5,1,1,5,1,5,1,5,1,1,5,5,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,1,5,5,True
3,23,1,2,1,2,US,2,2,2,2,4,2,2,4,2,4,4,2,4,1,4,4,4,4,3,4,1,4,1,5,1,4,1,4,4,2,4,3,3,2,4,3,4,2,4,3,3,3,4,2,3,1,3,2,4,3,True
1,18,1,2,1,1,US,3,1,4,3,5,2,3,4,4,4,5,2,5,1,4,5,5,5,5,4,4,3,4,4,4,5,4,4,5,3,4,5,5,4,2,5,2,3,1,3,5,3,5,3,4,1,5,5,5,5,True
3,57,1,2,1,5,US,3,4,4,2,2,3,2,2,4,3,2,3,1,3,1,1,2,2,2,2,1,3,4,3,2,2,2,3,3,3,4,1,4,2,3,1,5,1,2,4,4,5,2,5,4,2,3,2,3,4,True
13,19,2,1,1,1,IN,5,5,5,5,5,5,1,5,4,5,2,5,2,3,2,3,5,2,2,3,5,5,1,5,1,4,3,5,5,5,4,5,5,5,2,5,4,2,1,3,2,1,5,5,4,1,5,1,3,4,True
4,22,2,2,1,1,IN,3,1,5,3,3,3,5,2,3,3,5,3,5,4,5,5,5,5,1,3,5,5,1,5,1,5,1,5,5,5,2,5,3,5,5,5,3,5,1,1,1,5,5,3,4,2,3,1,3,3,True
3,18,1,2,1,1,US,1,5,3,5,2,4,1,5,1,5,5,1,5,2,4,4,4,4,4,4,1,3,1,5,1,4,1,5,5,5,1,4,4,3,2,2,4,3,3,2,1,2,2,4,1,4,3,1,3,1,True
3,23,1,2,2,2,CA,2,3,2,4,2,3,1,5,1,4,5,1,5,1,3,1,4,4,1,4,1,4,1,5,1,5,1,5,5,5,3,3,5,4,2,3,3,3,3,3,5,1,5,1,3,1,5,5,5,4,True
3,26,1,2,1,1,US,3,3,3,3,3,3,3,5,2,5,5,2,5,1,4,5,3,3,5,4,1,4,2,4,1,4,1,5,5,4,2,3,3,3,1,3,3,2,3,3,4,3,4,1,3,1,3,3,5,2,True
3,56,1,2,1,1,US,3,3,3,3,4,4,3,2,2,3,4,3,4,3,3,2,2,3,3,3,1,5,2,4,3,2,2,3,4,3,4,3,3,2,3,3,4,2,3,3,4,4,3,2,3,2,3,2,3,3,True
3,62,1,2,1,2,US,4,2,5,3,5,2,4,2,4,1,2,3,4,3,1,3,3,2,4,2,1,5,1,4,1,3,1,4,4,5,2,5,3,2,1,5,1,3,2,4,4,5,5,5,4,1,3,4,3,5,True
12,63,1,1,1,2,US,3,3,5,2,5,1,4,2,4,1,1,4,1,4,1,1,1,1,1,1,1,4,2,4,1,3,1,5,4,4,4,2,4,1,3,1,4,1,2,3,5,1,4,1,5,1,5,1,5,4,True
3,47,1,1,1,1,US,4,2,2,2,5,1,2,4,4,3,4,1,5,2,4,4,2,4,4,4,1,5,4,5,1,4,2,4,4,5,2,5,5,4,1,5,3,5,2,4,5,1,5,1,4,1,5,5,5,4,True
4,24,2,1,1,1,IN,4,5,4,5,2,4,1,5,2,4,4,3,5,3,2,3,5,2,3,3,5,5,1,5,3,5,3,5,5,5,3,1,5,3,2,1,3,3,4,3,5,2,4,4,2,2,5,3,3,3,True
4,27,2,2,1,1,AU,4,2,5,2,4,2,4,3,4,2,5,2,5,2,4,4,4,4,4,4,1,4,3,4,2,4,2,4,5,5,4,5,4,3,2,4,3,2,3,5,4,2,4,3,4,2,4,4,4,4,True
13,54,1,1,1,5,US,1,3,1,4,2,1,1,2,4,5,4,4,4,5,5,5,2,1,5,1,2,3,2,5,2,4,4,4,5,3,5,4,5,3,3,2,5,1,5,5,5,1,5,1,5,1,5,5,5,5,True
4,24,2,1,1,1,IN,2,4,1,2,3,5,2,5,5,5,3,1,5,4,5,5,5,3,5,3,3,3,3,5,5,1,5,5,5,2,2,3,2,2,2,3,5,5,3,2,1,1,5,5,1,5,2,1,3,1,True
1,52,1,2,3,5,US,4,2,4,1,5,1,2,3,4,2,2,5,2,5,1,1,1,1,1,1,1,4,1,5,1,5,1,5,5,5,4,2,5,1,2,1,5,2,1,5,5,1,5,1,5,1,5,4,5,4,True
3,52,1,1,1,5,US,1,4,3,4,2,4,1,5,2,5,3,4,4,2,2,3,4,4,2,4,2,2,2,3,3,4,4,3,4,3,4,4,4,4,2,4,3,2,2,3,4,2,4,3,4,2,5,3,5,4,True
13,22,1,2,1,2,US,3,5,2,5,5,5,1,5,2,5,3,5,5,4,5,3,3,3,5,4,3,2,3,5,1,4,5,5,5,5,5,3,5,2,3,3,5,4,5,5,3,5,3,1,4,4,5,2,5,3,True
3,50,1,1,1,1,CA,2,4,2,3,3,1,1,4,3,4,2,3,3,4,2,2,2,2,2,2,1,3,1,4,2,3,2,3,4,4,4,1,5,1,4,1,3,1,2,4,3,2,4,1,4,1,3,2,3,5,True
13,24,1,2,1,1,US,5,1,5,2,5,1,5,1,5,1,5,3,5,3,3,3,4,4,4,2,1,4,5,4,2,5,2,4,4,5,2,5,4,3,2,5,3,3,3,3,5,2,3,2,3,3,4,4,5,2,True
11,25,1,1,1,2,TH,4,2,4,2,4,2,4,2,5,2,4,2,1,2,2,3,3,2,2,4,2,4,3,5,2,4,2,4,5,4,2,5,1,2,1,4,4,2,4,3,4,1,5,1,5,5,5,4,4,5,True
3,49,1,2,1,1,US,5,1,5,1,5,1,5,1,5,1,4,1,4,5,5,5,4,5,5,1,5,2,4,1,5,4,5,3,1,1,5,1,5,1,5,1,5,1,5,5,1,5,5,5,4,1,4,1,3,5,True
1,28,1,2,1,1,US,1,5,1,5,1,5,1,5,1,5,3,5,3,2,5,4,5,4,4,3,4,1,4,2,5,4,4,1,2,1,4,1,4,1,4,1,3,3,3,3,3,2,5,1,4,1,4,3,5,4,True
4,24,2,2,1,1,IN,3,2,4,3,3,5,2,3,5,5,3,4,4,3,3,4,2,3,3,2,4,4,1,4,5,3,2,4,4,4,4,4,4,3,3,4,4,2,3,3,3,4,3,3,4,2,2,2,3,3,True
4,21,2,1,1,1,IN,3,4,5,1,5,5,4,3,3,3,4,4,1,3,4,1,3,3,1,3,3,4,1,1,1,3,1,3,3,3,2,4,5,3,3,1,3,3,3,3,3,1,5,1,3,1,4,3,4,2,True
13,20,1,2,1,5,US,1,3,1,5,2,1,1,5,1,5,5,1,5,1,3,5,5,2,3,4,1,4,2,5,1,5,1,4,5,3,3,1,4,2,1,1,5,4,3,3,2,2,3,1,2,2,2,1,4,2,True
11,28,2,1,1,5,ID,3,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,4,3,4,2,4,3,3,4,4,4,3,4,3,3,3,4,3,4,4,4,2,4,2,4,2,4,4,4,4,True
2,23,1,2,1,1,US,4,5,3,5,4,3,2,5,4,4,3,5,5,2,1,1,2,1,1,4,1,5,4,5,1,5,1,5,5,4,3,5,5,5,1,5,4,4,2,3,4,2,5,1,3,1,5,3,5,2,True
13,41,1,2,1,1,BW,1,1,2,4,5,1,1,3,1,5,3,1,4,4,1,2,1,1,2,1,3,2,1,5,1,4,1,4,5,3,1,1,2,1,4,5,3,1,3,5,2,1,1,4,3,2,2,1,1,2,True
1,19,1,2,1,5,US,1,4,3,4,3,4,1,5,1,5,3,3,5,4,3,2,3,2,3,2,1,4,1,5,2,5,2,5,5,4,5,1,3,2,4,2,5,1,5,4,2,3,2,3,3,2,3,1,3,3,True
4,25,2,1,1,1,IN,1,1,2,5,1,5,1,4,4,5,5,1,5,4,5,5,5,5,5,4,5,3,4,4,2,5,3,3,4,2,1,3,5,3,3,4,3,3,2,3,3,3,5,2,3,2,2,2,5,3,True
3,21,1,1,1,5,US,3,2,4,3,5,2,4,3,3,4,2,3,5,1,3,3,3,3,4,4,1,5,2,4,1,4,2,5,4,5,4,5,4,4,1,4,4,1,4,3,4,2,4,2,4,2,4,4,5,3,True
4,19,2,2,1,1,IN,4,1,3,4,4,5,1,1,5,2,4,4,4,2,5,4,1,1,5,4,4,4,2,5,4,4,5,5,5,5,5,1,5,2,2,4,2,3,3,4,5,2,5,2,5,1,1,3,5,4,True
4,52,1,2,1,5,US,4,1,2,1,5,1,2,2,4,1,2,1,4,2,5,5,5,4,4,5,1,3,3,4,1,3,1,5,5,4,4,4,4,2,3,5,3,1,2,4,3,1,5,3,5,1,5,3,5,5,True
3,33,1,1,1,2,US,3,2,3,3,2,2,1,5,4,4,3,3,4,2,3,2,3,4,1,4,5,5,1,5,2,4,3,4,5,4,3,2,3,2,3,3,4,3,3,2,3,2,5,1,4,1,4,4,5,4,True
13,40,2,2,1,1,IN,2,2,5,4,5,2,5,4,4,4,3,4,4,3,3,4,2,5,4,4,1,4,1,5,2,5,1,5,5,5,2,2,4,2,2,4,5,1,3,4,4,1,4,2,4,4,5,5,4,5,True
3,22,1,2,1,5,US,5,1,5,1,5,1,5,4,5,2,4,3,4,3,2,3,4,3,4,4,1,5,3,5,2,5,2,5,5,4,3,4,4,2,3,2,4,3,3,3,4,4,4,3,4,1,5,4,4,5,True
3,26,1,1,1,1,US,4,5,5,5,1,5,1,5,1,5,5,5,5,2,2,5,5,3,4,4,3,2,3,5,5,3,3,4,5,3,5,1,5,3,3,2,5,3,3,3,3,3,5,1,3,1,5,5,5,5,True
13,23,1,2,1,2,US,1,1,3,3,3,1,1,4,1,3,3,3,3,3,3,1,1,1,2,1,3,3,1,5,3,5,1,1,5,5,1,5,4,1,4,3,3,1,3,3,3,1,5,1,2,1,3,2,5,3,True
13,27,2,1,1,2,KE,2,1,1,4,1,5,1,5,1,5,5,5,5,2,4,1,1,1,4,2,5,4,1,5,2,4,4,2,5,1,4,4,4,2,4,1,5,4,5,4,2,2,4,4,2,2,5,1,5,4,True
11,20,1,1,1,5,US,2,4,3,3,2,4,2,3,5,4,4,4,5,4,2,3,4,2,2,2,3,4,2,2,3,3,4,4,2,4,4,1,4,2,2,1,4,2,4,4,2,3,3,4,4,4,4,4,4,3,True
3,21,1,1,1,1,CA,4,3,2,3,2,2,3,3,3,4,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,2,3,4,4,4,3,2,4,2,2,2,4,3,2,4,4,3,4,2,3,1,5,3,4,4,True
3,37,1,2,1,5,US,3,3,5,5,3,4,3,2,3,4,4,4,3,4,2,3,2,2,2,2,1,5,1,5,1,5,1,5,5,4,4,4,4,3,3,4,3,2,4,4,5,4,5,3,4,1,4,5,3,4,True
6,23,1,1,1,1,US,3,3,3,2,4,1,2,4,2,2,5,2,5,2,2,3,3,3,3,4,1,4,2,3,2,3,2,4,4,3,4,1,5,2,2,2,5,2,3,5,5,1,5,1,4,1,5,4,5,5,True
11,22,2,2,1,1,PH,3,2,3,3,5,2,4,4,4,2,4,3,4,3,4,5,4,5,5,3,5,4,2,4,4,5,3,4,4,5,3,5,3,3,3,5,3,4,4,3,4,3,4,2,4,3,4,3,4,4,True
3,20,2,2,1,1,RS,3,1,5,5,4,1,4,4,3,2,3,3,5,4,3,4,2,3,3,3,5,5,2,5,2,5,2,4,5,5,3,1,5,4,3,5,4,4,4,5,3,1,5,2,5,1,4,3,4,5,True
12,43,2,1,1,2,MR,3,3,3,1,2,1,4,4,5,4,4,4,2,2,2,2,2,1,2,1,2,4,1,5,1,5,1,5,5,5,3,5,2,4,1,1,5,4,1,2,3,3,3,1,5,1,3,5,2,5,True
3,20,1,2,1,1,NZ,3,3,3,3,3,2,3,3,3,5,5,3,5,2,3,5,5,5,4,5,2,4,3,4,2,4,2,4,4,3,1,5,5,4,1,3,1,4,1,3,4,4,4,3,4,2,3,2,4,4,True
3,23,2,2,1,2,US,4,3,4,4,3,3,3,3,3,3,3,4,3,4,3,2,2,2,3,3,1,2,3,3,2,2,2,2,3,3,4,3,4,4,3,3,3,1,4,2,2,4,4,1,3,3,3,1,3,3,True
3,20,2,2,1,1,EE,1,5,1,5,1,2,1,5,1,5,5,1,5,1,1,2,3,2,3,5,2,4,4,4,2,5,3,4,4,4,4,2,5,2,3,3,4,5,4,2,5,1,5,1,4,1,5,4,4,4,True
4,32,2,1,1,1,IN,2,4,4,4,2,2,4,4,4,4,2,4,4,4,2,2,4,2,2,4,4,4,2,4,2,4,2,2,4,2,3,4,4,2,4,2,2,2,3,4,2,2,4,4,4,1,4,2,4,4,True
3,45,1,2,1,1,IT,1,5,5,5,2,5,1,5,5,5,4,1,5,5,5,5,5,5,1,5,1,5,1,5,1,5,1,5,5,5,1,1,5,4,5,5,5,3,1,5,4,1,5,1,4,1,5,5,5,5,True
1,31,1,2,1,2,US,3,3,3,3,4,1,5,2,4,4,2,4,4,2,2,3,5,4,4,3,2,4,4,4,3,4,3,5,5,2,4,2,5,3,3,2,5,1,4,4,3,3,2,3,4,4,5,3,5,3,True
4,21,2,1,1,1,IN,2,3,4,3,4,3,3,3,4,3,1,2,4,3,1,1,4,2,1,2,4,4,1,4,1,2,3,3,4,3,3,1,4,1,3,1,4,3,2,4,2,1,1,1,4,3,3,2,3,4,True
3,25,1,1,1,1,US,1,5,3,5,2,5,1,4,4,5,3,2,4,1,1,3,3,2,3,5,4,3,4,2,4,3,4,2,2,2,3,3,3,2,2,2,3,2,2,3,4,3,3,2,3,2,3,4,5,3,True
4,28,2,1,1,1,IN,2,4,3,4,4,2,5,3,5,1,1,5,1,4,3,1,1,2,1,2,1,4,1,4,2,4,3,4,2,3,1,5,1,4,1,5,1,4,2,2,4,1,3,1,4,1,4,3,5,4,True
4,18,2,2,1,5,SE,1,4,1,3,4,3,2,3,2,1,5,5,4,3,2,2,2,2,3,1,5,4,1,5,2,4,1,4,5,3,3,5,4,1,3,4,5,3,5,4,3,2,5,3,2,1,5,2,4,2,True
3,18,2,2,1,5,SE,3,3,4,2,5,3,4,3,3,1,3,3,2,2,4,3,4,4,5,4,4,4,3,3,3,2,1,3,3,4,2,3,4,3,2,4,3,4,1,3,4,2,2,2,3,4,3,3,3,2,True
3,29,2,2,1,1,US,1,3,2,5,1,3,3,3,3,5,5,2,5,1,4,5,5,5,4,5,1,5,1,5,1,5,2,5,4,2,1,5,3,5,3,5,2,2,2,2,5,2,5,1,2,1,5,4,4,2,True
4,21,2,2,1,1,LK,4,5,5,3,3,4,4,5,2,4,4,4,4,4,4,4,1,2,5,3,5,5,1,5,2,5,2,5,5,4,4,2,4,1,4,1,4,5,4,5,4,3,5,5,5,5,5,3,3,4,True
3,36,1,2,1,5,CA,2,1,5,3,5,1,5,4,2,3,4,3,5,3,4,3,5,4,3,3,1,5,2,5,1,5,1,5,5,5,3,2,3,1,3,3,4,1,4,5,2,3,5,1,3,1,3,1,5,5,True
11,23,2,2,1,3,TW,3,4,2,4,2,3,1,4,1,4,4,2,4,2,4,4,4,4,4,4,2,4,3,4,2,4,2,3,4,3,2,4,4,4,3,4,4,3,3,2,3,2,4,3,3,3,3,2,3,3,True
3,24,1,1,2,1,ES,4,1,3,2,3,2,4,2,4,4,2,5,2,4,4,1,3,1,1,2,4,4,2,4,2,3,4,2,2,4,2,4,2,3,1,5,2,2,2,2,3,2,4,4,4,2,4,4,4,4,True
13,19,1,1,3,1,PH,5,1,5,5,5,2,5,4,3,4,1,4,1,1,1,3,4,3,2,5,5,5,4,5,1,4,4,2,3,2,4,1,5,3,4,2,3,4,4,3,3,1,4,4,4,4,3,3,2,4,True
1,23,2,2,1,3,TW,3,2,3,2,4,2,2,2,2,3,2,2,3,2,2,1,1,1,2,3,2,3,1,3,1,5,1,4,4,4,3,1,2,1,3,2,3,1,4,5,2,2,2,2,2,4,5,1,5,3,True
12,21,2,2,1,1,NG,1,4,4,3,4,3,2,3,4,4,3,3,4,3,3,3,3,3,3,3,2,4,1,4,2,2,2,3,4,4,4,1,4,1,4,2,5,2,4,4,2,4,3,2,3,3,4,1,4,3,True
11,20,2,2,1,1,PH,2,3,3,4,2,4,2,3,2,5,2,4,3,3,5,3,2,2,3,3,2,4,1,4,3,3,3,2,4,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,1,4,3,True
11,25,2,2,1,3,TW,1,5,1,5,2,5,1,5,1,5,5,1,5,1,5,5,5,5,5,4,4,4,1,4,3,5,3,4,4,5,3,1,4,4,2,2,5,3,5,3,2,5,4,5,4,3,2,1,5,4,True
3,21,2,1,1,1,TR,2,3,4,3,3,3,2,3,4,5,2,4,3,4,3,2,2,2,3,2,3,2,2,4,2,4,3,4,3,4,4,4,4,2,1,4,4,3,4,2,4,2,5,2,4,1,4,4,2,3,True
13,34,2,2,1,1,ZA,2,2,4,3,2,2,2,3,3,4,5,1,5,1,4,5,5,5,5,5,1,4,2,4,2,5,1,5,5,4,3,1,5,4,2,3,5,5,5,4,4,3,5,2,4,2,4,3,5,3,True
3,62,1,1,1,2,US,2,3,5,4,4,2,2,4,3,3,2,4,4,5,2,1,1,1,2,1,1,4,1,5,5,5,1,5,4,5,4,2,5,2,5,1,4,1,4,4,5,1,3,2,4,4,5,2,5,4,True
4,22,2,1,1,1,IN,4,4,5,2,4,4,4,2,4,2,3,4,4,4,2,2,3,3,3,4,4,5,2,5,2,4,1,4,5,5,4,2,4,3,4,2,4,2,5,4,4,2,3,2,4,2,4,2,4,4,True
3,20,2,2,2,5,IT,2,3,3,3,3,2,2,4,3,3,3,3,4,3,3,2,3,3,3,3,2,2,2,3,3,4,3,3,4,3,3,3,5,3,3,3,3,3,3,3,4,1,5,2,4,1,4,4,4,5,True
3,20,1,1,1,2,FR,1,2,3,3,3,1,2,4,2,4,4,4,4,3,4,3,3,3,3,3,4,3,2,2,2,2,3,5,1,4,4,2,4,3,4,2,4,2,4,3,3,2,2,5,4,4,5,4,4,2,True
3,22,1,2,1,5,US,3,3,3,3,4,3,4,4,2,4,5,1,5,2,3,5,4,4,4,4,2,4,4,4,2,4,3,4,4,3,4,2,5,3,4,5,5,2,5,4,4,4,4,3,4,3,4,4,5,3,True
3,27,1,2,1,1,US,1,3,3,5,5,4,4,4,4,5,5,2,5,1,1,3,4,4,5,4,1,3,3,5,1,4,1,5,5,4,4,3,5,1,3,1,5,2,5,4,5,2,3,1,3,1,4,4,5,3,True
